,zpid,address,city_state_zip,latitude,longitude,message_code,zestimate,valuation_high,valuation_low,home value index,tax assessment,tax assess year,year built,lot size,finished sq ft,bedrooms,bathrooms
15,20270557,1607 Via Verde Ave, Palmdale CA 93550,34.5572015987,-118.101213043,0,256119,268925,243313,"252,000",105231.0,2017,1986,7016,1260,3,2.0
16,20245766,38575 Friendly Ave, Palmdale CA 93550,34.584444691,-118.1160042,0,181999,192919,172899,"252,000",44482.0,2017,1963,5106,696,2,1.0
17,20270842,1817 A E Ave Q, Palmdale CA 93550,34.5878551994,-118.096408873,0,311227,326788,295666,"252,000",257300.0,2017,1989,7201,1901,4,3.0
18,20249309,1845 E Avenue Q12, Palmdale CA 93550,34.5763096777,-118.095094657,0,198895,208840,180994,"252,000",69759.0,2017,1954,6090,983,3,1.0
19,20246137,458 E Avenue R-5, Palmdale CA 93550,34.5676434099,-118.12076065,0,226015,237316,214714,"252,000",107109.0,2017,1955,7189,1202,2,2.0
20,20244317,505 Hansa St, Palmdale CA 93551,34.6054210552,-118.140804133,0,389260,408723,369797,"252,000",321000.0,2017,1978,7792,2456,3,3.0
21,20271313,37135 Tovey Ave, Palmdale CA 93551,34.5567671546,-118.150555517,0,315233,330995,299471,"252,000",277387.0,2017,1980,48351,1560,3,2.0
22,20271331,36517 China Pl, Palmdale CA 93551,34.5439633759,-118.135139139,0,558283,602946,530369,"252,000",618646.0,2017,1990,41817,3764,4,3.0
23,20246793,545 Spruce Ct, Palmdale CA 93550,34.5627984135,-118.118339454,0,245258,257521,232995,"252,000",105400.0,2017,1988,7780,1229,3,2.0
24,20243312,340 W Avenue P, Palmdale CA 93551,34.5978427827,-118.133310277,0,363970,382168,345772,"252,000",138528.0,2017,1990,7695,2604,4,3.0
25,20251575,2201 E Ave Q, Palmdale CA 93550,34.5882422782,-118.089653451,0,269175,282634,255716,"252,000",113632.0,2017,1970,7996,1564,3,2.0
26,20244212,Country Club Dr, Palmdale CA 93551,34.6007950863,-118.139308391,0,375427,394198,356656,"252,000",304000.0,2017,1966,8311,2342,3,3.0
27,20242656,38448 Yucca Tree St, Palmdale CA 93551,34.5810510278,-118.152445199,0,338417,355338,321496,"252,000",213029.0,2017,1994,9258,1871,4,3.0
28,20245011,268 E Ave P 2, Palmdale CA 93550,34.5994408844,-118.125911202,0,179871,188865,170877,"252,000",109059.0,2017,1957,6905,1072,2,1.0
29,54947361,2436 Estrella Ct, Palmdale CA 93550,34.5602707757,-118.085640071,0,330962,347510,314414,"252,000",266000.0,2017,2004,7405,1908,3,2.0
30,20271456,36213 El Camino Dr, Palmdale CA 93551,34.5385206464,-118.132808149,0,599008,628958,569058,"252,000",377705.0,2017,1987,54450,2917,4,3.0
31,20271313,37135 Tovey Ave, Palmdale CA 93551,34.5560543622,-118.150613859,0,315233,330995,299471,"252,000",277387.0,2017,1980,48351,1560,3,2.0
32,20271456,36213 El Camino Dr, Palmdale CA 93551,34.5399177466,-118.13220119,0,599008,628958,569058,"252,000",377705.0,2017,1987,54450,2917,4,3.0
33,20251967,2129 Moonlight Ct, Palmdale CA 93550,34.5613154479,-118.090093848,0,279413,293384,265442,"252,000",101293.0,2017,1986,7005,1544,3,2.0
34,20250030,38618 20th St E, Palmdale CA 93550,34.5833389641,-118.093921564,0,262445,275567,249323,"252,000",145337.0,2017,1955,6882,2000,5,2.0
35,20271456,36213 El Camino Dr, Palmdale CA 93551,34.5391226693,-118.131002983,0,599008,628958,569058,"252,000",377705.0,2017,1987,54450,2917,4,3.0
36,20271313,37135 Tovey Ave, Palmdale CA 93551,34.5562515899,-118.15042146,0,315233,330995,299471,"252,000",277387.0,2017,1980,48351,1560,3,2.0
37,20249817,1834 Sweetbrier St, Palmdale CA 93550,34.5821000606,-118.09520111,0,209491,219966,199016,"252,000",74508.0,2017,1954,6516,1010,3,1.0
38,65244184,241 Quail Dr, Palmdale CA 93551,34.6095449745,-118.134006866,0,430901,452446,409356,"252,000",421974.0,2017,2004,16552,3005,4,3.0
39,20247149,1141 E Ave R, Palmdale CA 93550,34.5738323112,-118.10830284,0,207600,240816,170232,"252,000",108114.0,2017,1986,3920,1112,3,2.0
40,54947324,311 Bogie St, Palmdale CA 93551,34.6031155534,-118.134647071,0,374153,392861,355445,"252,000",219630.0,2017,2003,9349,2260,4,2.0
41,20242708,548 W Ave Q 12, Palmdale CA 93551,34.5762606206,-118.140276121,0,341915,359011,324819,"252,000",133115.0,2017,1981,7000,1772,3,2.0
42,20246903,37414 Larchwood Dr, Palmdale CA 93550,34.5625513726,-118.116891277,0,273578,287257,259899,"252,000",154223.0,2017,1988,7379,1509,3,2.0
43,20250779,2801 E Ave S, Palmdale CA 93550,34.5582787297,-118.079679292,0,252698,265333,240063,"252,000",116774.0,2017,1969,7041,1399,4,2.0
44,20270425,37031 Cooper Terrace, Palmdale CA 93550,34.5556289756,-118.081807889,0,238185,250094,226276,"252,000",187400.0,2017,1988,4400,1065,2,2.0
45,20251236,2321 E Ave S, Palmdale CA 93550,34.5591217671,-118.087002668,0,224900,236145,213655,"252,000",131914.0,2017,1988,5169,1100,2,2.0
46,79797143,37405 7th St W, Palmdale CA 93551,34.5632929033,-118.143247701,0,537912,570187,511016,"252,000",466300.0,2017,2006,44862,3226,4,4.0
47,20250576,2904 E Ave R10, Palmdale CA 93550,34.5633454531,-118.077657926,0,252465,265088,239842,"252,000",132418.0,2017,1980,10454,1471,3,2.0
48,20244690,40140 Pevero Ct, Palmdale CA 93551,34.612064278,-118.132572634,0,332714,349350,302770,"252,000",279598.0,2017,1998,10062,1690,3,2.0
49,2130885693,2202 E Ave R 10, Palmdale CA 93550,34.5639007567,-118.089818625,0,301997,335217,259717,"252,000",143502.0,2017,1985,6914,1995,4,2.0
50,20270449,2231 E Ave Q, Palmdale CA 93550,34.5888514978,-118.089139873,0,275100,288855,261345,"252,000",168772.0,2017,1987,7259,1453,3,2.0
51,20250071,2010 E Ave R, Palmdale CA 93550,34.5726654228,-118.093085198,0,208535,218962,198108,"252,000",127372.0,2017,1955,7228,980,3,1.0
52,20247966,37642 Gilworth Ave, Palmdale CA 93550,34.5665083256,-118.104745239,0,238239,250151,226327,"252,000",184970.0,2017,1986,4873,1112,3,2.0
53,20271334,36506 China Pl, Palmdale CA 93551,34.544281736,-118.135193574,0,557260,601841,529397,"252,000",690800.0,2017,1990,43598,3764,5,3.0
54,20251573,2208 E Ave R12, Palmdale CA 93550,34.5616007597,-118.089020238,0,281597,295677,267517,"252,000",219535.0,2017,1986,7840,1593,4,2.0
55,95532274,38409 Sphynx Dr, Palmdale CA 93551,34.5756136036,-118.158947505,0,413033,433685,392381,"252,000",368600.0,2017,2009,60116,2564,3,3.0
56,20252122,37302 Sand Brook Dr, Palmdale CA 93550,34.5601872066,-118.083020397,0,288136,302543,273729,"252,000",116386.0,2017,1987,7174,1680,3,2.0
57,20251651,2424 Swallow Ln, Palmdale CA 93550,34.5639417692,-118.085987249,0,302513,317639,287387,"252,000",158770.0,2017,1986,6969,1955,5,2.0
58,95684688,2152 Spanish Broom Dr, Palmdale CA 93550,34.555493088,-118.089680541,0,334392,351112,317672,"252,000",265200.0,2017,2016,7499,1782,4,2.0
