,zpid,address,city_state_zip,latitude,longitude,message_code,zestimate,valuation_high,valuation_low,home value index,tax assessment,tax assess year,year built,lot size,finished sq ft,bedrooms,bathrooms,rentzestimate,valuechange
169,20715159,2240 Hitchcock Dr, Alhambra CA 91803,34.06710792,-118.1417284,0,683817,718008,649626,"572,600",86029,2017,1947,6502,1225,3,1,2500,11665
170,20717413,1801 S 4th St, Alhambra CA 91803,34.0739436,-118.1268662,0,728087,764491,691683,"572,600",663000,2017,1910,7612,1658,3,1,2900,8162
171,20711947,777 E Valley Blvd, Alhambra CA 91801,34.07947355,-118.1155826,0,428771,450210,407332,"572,600",158768,2017,1963,474206,1103,2,2,2400,8090
172,20683490,415 Winthrop Dr, Alhambra CA 91803,34.08707631,-118.1584843,0,734073,770777,697369,"572,600",310442,2017,1932,6997,1513,3,2,2700,14124
173,119679558,428 W Main St, Alhambra CA 91801,34.09257613,-118.1318169,0,577022,605873,548171,"572,600",424155,2017,2012,28567,1070,2,2,2500,6120
174,20716036,1600 Date Ave, Alhambra CA 91803,34.07473895,-118.1475279,0,806696,847031,766361,"572,600",519907,2017,1928,6619,2146,3,2,2700,20495
175,20698034,1124 N Story Pl, Alhambra CA 91801,34.10794538,-118.1303853,0,934567,981295,887839,"572,600",86139,2017,1941,9369,1413,2,2,3100,-11438
176,20683599,2814 Poplar Blvd, Alhambra CA 91803,34.09081347,-118.1547275,0,623934,655131,592737,"572,600",441013,2017,1937,4677,1208,2,1,2500,11200
177,20713210,3005 Glenaven Ave, Alhambra CA 91803,34.07220932,-118.1571132,0,704297,739512,669082,"572,600",324449,2017,1935,7976,1440,2,1,2750,5071
178,20683447,2201 W Commonwealth Ave, Alhambra CA 91803,34.08817096,-118.1468638,0,769879,808373,731385,"572,600",539932,2017,1930,6704,2028,3,2,2950,18217
179,20705745,513 N El Molino St, Alhambra CA 91801,34.10507022,-118.1190259,0,863162,906320,820004,"572,600",647230,2017,1938,7884,1466,3,1.5,3100,11906
180,20698073,1121 N Monterey St, Alhambra CA 91801,34.10623358,-118.1325515,0,2488475,2637784,2164973,"572,600",554378,2017,1937,6083,3757,3,4,5194,93181
181,20717621,1423 S Almansor St, Alhambra CA 91801,34.07791917,-118.1169595,0,780995,820045,741945,"572,600",362761,2017,1951,8405,1892,4,3,2225,19513
182,20709037,105 E Beacon St, Alhambra CA 91801,34.09200924,-118.1230274,0,575805,604595,547015,"572,600",457980,2017,1989,13241,1350,3,3,2500,37082
183,20708916,412 S 2nd St, Alhambra CA 91801,34.08980755,-118.1255794,0,1064542,1117769,1011315,"572,600",532468,2017,1996,7499,2861,4,4,3500,6850
184,20709314,529 E Mission Rd, Alhambra CA 91801,34.09224936,-118.112439,0,557161,585019,529303,"572,600",194909,2017,1980,871,1610,3,3,2460,-2197
185,20716464,1600 S Campbell Ave, Alhambra CA 91803,34.07477779,-118.1427339,0,796711,836547,756875,"572,600",178129,2017,1965,7907,2040,3,2,2800,19885
186,20697444,612 N Atlantic Blvd, Alhambra CA 91801,34.09929532,-118.1343139,0,680295,714310,625871,"572,600",36070,2017,1922,3924,1032,3,1,2500,11585
187,20684184,2920 Concord Ave, Alhambra CA 91803,34.0841679,-118.155266,0,703671,738855,668487,"572,600",230286,2017,1955,8443,1496,4,2,2395,10146
188,20684535,210 Hampden Terrace, Alhambra CA 91801,34.08986668,-118.1584202,0,674415,708136,640694,"572,600",205360,2017,1952,5668,1193,3,2,2600,28826
189,20713407,1711 La Golondrina Ave, Alhambra CA 91803,34.07332665,-118.1530929,0,707809,743199,672419,"572,600",280750,2017,1935,7309,1497,2,1,2800,5471
190,20717568,1432 S Chapel Ave, Alhambra CA 91801,34.07743444,-118.1197143,0,963024,1030436,914873,"572,600",450229,2017,1948,9748,2649,4,4,2500,24481
191,20697648,700 N Marguerita Ave, Alhambra CA 91801,34.10004631,-118.1376768,0,820846,861888,771595,"572,600",616000,2017,1912,6500,1672,3,1,3200,34358
192,20710778,219 E San Marino Ave, Alhambra CA 91801,34.08307806,-118.1200402,0,800789,840828,760750,"572,600",646825,2017,1935,7694,1781,3,2,2900,19867
193,20712483,1224 Benito Ave, Alhambra CA 91803,34.07831501,-118.1396004,0,655976,688775,623177,"572,600",162595,2017,1927,5603,1443,3,2,2395,18240
194,20717884,1705 S Vega St, Alhambra CA 91801,34.07499919,-118.1114377,0,770995,809545,732445,"572,600",380065,2017,1947,6259,1937,4,3,2495,21147
195,20706104,337 N Story Pl, Alhambra CA 91801,34.10127519,-118.1248392,0,1255996,1356476,1193196,"572,600",538802,2017,1925,15690,2573,3,2,3694,74928
196,20709752,1002 E Beacon St, Alhambra CA 91801,34.0951972,-118.1146242,0,712427,748048,676806,"572,600",237380,2017,1925,6954,1412,2,2,2150,7352
197,20716342,1723 S Raymond Ave, Alhambra CA 91803,34.07305187,-118.1456514,0,677864,711757,643971,"572,600",139975,2017,1936,6600,1228,2,1,2500,10295
198,20660995,2012 S Monterey St, Alhambra CA 91801,34.07093874,-118.1204439,0,780057,819060,741054,"572,600",252311,2017,1936,6521,1807,3,2,2800,25071
199,20716476,1517 S Marengo Ave, Alhambra CA 91803,34.07550528,-118.1422367,0,786921,826267,747575,"572,600",263635,2017,1925,11146,1811,3,3,2500,14124
200,20721601,1-3 Halsted Cir, Alhambra CA 91801,34.10382744,-118.1159519,0,956514,1004340,908688,"572,600",100115,2017,1951,7713,1901,3,2,3000,9674
201,20711304,1138 Geranio Dr, Alhambra CA 91801,34.08140355,-118.1092678,0,612615,643246,575858,"572,600",323581,2017,1948,5812,1212,3,1,2500,13122
202,20706242,423 N Garfield Ave, Alhambra CA 91801,34.09967859,-118.1306283,0,1157767,1250388,1099879,"572,600",401178,2017,1948,7726,2701,2,3,2395,32664
203,20718221,1805 S Sierra Vista Ave, Alhambra CA 91801,34.07381367,-118.1185178,0,674468,708191,640745,"572,600",580000,2017,1928,7505,1198,3,2,2600,12660
204,20697762,617 N Dos Robles Pl, Alhambra CA 91801,34.09892823,-118.1390399,0,697495,732370,662620,"572,600",358044,2017,1925,5793,1076,3,2,2600,-250
205,20710309,14 S Chapel Ave, Alhambra CA 91801,34.09661576,-118.121821,0,462159,485267,439051,"572,600",372000,2017,1972,27002,1074,3,2,2399,5539
206,20706501,113 N Almansor St, Alhambra CA 91801,34.0991987,-118.1228457,0,579410,608380,550440,"572,600",487877,2017,1968,84195,1672,3,3,2600,9655
207,20717406,1837 S 4th St, Alhambra CA 91803,34.07261735,-118.1270174,0,1161646,1242961,1068714,"572,600",845122,2017,1988,7644,3728,4,6,2840,8827
208,20711311,1125 S New Ave, Alhambra CA 91801,34.08612463,-118.1089863,0,628956,660404,597508,"572,600",208606,2017,1948,6494,1177,3,1,2500,7146
209,20717487,1828 S 2nd St, Alhambra CA 91801,34.07293021,-118.1239442,0,659286,692250,626322,"572,600",317026,2017,1923,7826,1344,3,1,2500,24353
210,20683598,301 Orange Grove Ave, Alhambra CA 91803,34.0899915,-118.1552663,0,937516,993767,890640,"572,600",416639,2017,1942,9602,2713,3,3,3600,26447
211,20712555,1416 Front St, Alhambra CA 91803,34.08211536,-118.1389751,0,714965,750713,679217,"572,600",482661,2017,1990,3049,2101,3,3,3000,8399
212,20661425,415 E Hellman Ave, Alhambra CA 91801,34.07017976,-118.1175042,0,770461,808984,731938,"572,600",479514,2017,1946,8134,1875,4,3,2750,18900
213,20713235,3009 Midwick Dr, Alhambra CA 91803,34.07148559,-118.1583143,0,714816,750557,679075,"572,600",239406,2017,1940,7800,1462,2,2,2700,6539
214,20716789,1412 S Olive Ave, Alhambra CA 91803,34.07661822,-118.1353507,0,777576,816455,738697,"572,600",429253,2017,1937,6820,1814,2,2,2500,28718
215,20711377,1105 Geranio Dr, Alhambra CA 91801,34.08278392,-118.1097723,0,624291,655506,593076,"572,600",447994,2017,1948,6006,1408,3,2,2500,21357
216,20707428,319 N Palm Ave, Alhambra CA 91801,34.09585621,-118.1466458,0,638839,677169,600509,"572,600",434931,2017,1925,4051,1327,2,2,2500,53986
217,121231226,1681 Acacia St, Alhambra CA 91801,34.08985187,-118.1412776,0,713584,749263,677905,"572,600",659095,2017,2014,27180,1670,3,3,3300,7997
218,21233946,817 Cherry Ave, Long Beach CA 90813,33.77754728,-118.167895,0,1065030,1139582,979828,"315,000",650328,2017,1923,6486,3390,8,5,2350,115180
219,21226395,2900 E 7th St, Long Beach CA 90804,33.77503406,-118.1578571,0,866350,918331,814369,"534,700",609730,2017,1908,7251,2072,5,2,3000,37230
220,21226329,625 Coronado Ave, Long Beach CA 90814,33.77409623,-118.1538201,0,1040267,1102683,936240,"534,700",390751,2017,1911,6751,2696,6,4,2300,17570
221,21194495,2435 Pine Ave, Long Beach CA 90806,33.80151938,-118.1927523,0,532704,559339,506069,"474,200",290466,2017,1938,4991,1356,2,1,2500,-5608
222,2146964408,646 Nebraska Ave, Long Beach CA 90802,33.77509662,-118.1732333,0,349983,370982,293986,"315,000",239000,2017,1986,6743,892,2,2,2295,4322
223,21285056,2543 Fashion Ave, Long Beach CA 90812,33.80377356,-118.2090476,0,505077,530331,479823,"393,800",206354,2017,1929,5228,1725,4,2,2600,12768
224,21148805,E Rd, Long Beach CA 90810,33.79723997,-118.2257628,0,484625,508856,460394,"391,700",445000,2017,1942,5200,1246,2,2,2600,-14796
225,21230235,3401 E First St, Long Beach CA 90803,33.7625478,-118.1520125,0,650295,682810,617780,"725,800",402269,2017,1966,5516,1459,2,2,2700,950
226,21192471,2371 Magnolia Ave, Long Beach CA 90806,33.79997385,-118.1985587,0,740869,777912,703826,"474,200",407311,2017,1941,7119,2712,4,3,2200,29326
227,21235386,422 E 14th St, Long Beach CA 90813,33.78347883,-118.1873642,0,622363,653481,591245,"397,200",198631,2017,1914,2252,2298,4,2,2450,1810
228,21284962,2534 Adriatic Ave, Long Beach CA 90810,33.80325655,-118.2143042,0,523813,550004,497622,"393,800",189760,2017,1960,5097,1806,5,2,2150,17219
229,21192935,1936 Maine Ave, Long Beach CA 90806,33.79249903,-118.2001979,0,531982,558581,505383,"474,200",362443,2017,1937,6969,1164,3,1,2400,11582
230,21248206,1810 W Wilma Pl, Long Beach CA 90810,33.80478921,-118.2171837,0,514860,540603,489117,"393,800",330381,2017,1942,6601,1498,2,2,2500,27123
231,21229342,1 Junipero Ave, Long Beach CA 90803,33.76348236,-118.1667232,0,488919,513365,464473,"481,600",450000,2017,1967,13271,1208,2,2,2500,6074
232,2128664093,500 Orange Ave, Long Beach CA 90802,33.77271151,-118.1763238,0,486709,671658,369899,"315,000",407311,2017,1941,7119,575,1,1,2495,8442
233,21237255,855 Lime Ave, Long Beach CA 90813,33.7775288,-118.1838397,0,510957,536505,485409,"288,800",86434,2017,1918,5002,1550,3,2,2500,20020
234,21195445,2680 Cedar Ave, Long Beach CA 90806,33.80596193,-118.1944365,0,547232,574594,519870,"474,200",375030,2017,1941,6000,1266,2,1.5,2600,-262
235,21225816,265 Loma Ave, Long Beach CA 90803,33.76739101,-118.1507171,0,1449250,1521712,1376788,"725,800",515998,2017,1976,6075,3100,6,5,2300,24260
236,21225251,374 Redondo Ave, Long Beach CA 90814,33.77089428,-118.152183,0,1361631,1470561,1293549,"725,800",116355,2017,1935,12501,3234,8,3,2600,-8164
237,21228852,508 Cherry Ave, Long Beach CA 90802,33.77369902,-118.1671902,0,670192,703702,636682,"534,700",144664,2017,1912,5190,976,2,1,2350,10560
238,21226468,3211 E Wilton St, Long Beach CA 90804,33.78786468,-118.1541856,0,1152661,1279454,1048922,"334,100",649354,2017,1966,6751,4191,9,5,2250,-21733
239,21230492,2625 E Ocean Blvd, Long Beach CA 90803,33.76328126,-118.1617129,0,3200442,3584495,2976411,"512,800",2582243,2017,1930,10999,7100,6,6,5800,-58633
240,21192620,1925 San Francisco Ave, Long Beach CA 90806,33.79222214,-118.2037033,0,552561,580189,524933,"474,200",184848,2017,1947,6359,1700,5,3,2700,10126
241,21233150,437 Zona Ct, Long Beach CA 90802,33.77247029,-118.180723,0,501660,526743,456511,"315,000",72602,2017,1919,3765,1236,3,2,2400,4902
242,21225633,2844 E 3rd St, Long Beach CA 90814,33.76788108,-118.1578999,0,358388,376307,340469,"481,600",304470,2017,1972,15000,808,1,1,2095,4685
243,21229342,1 Junipero Ave, Long Beach CA 90803,33.76289206,-118.1649821,0,488919,513365,464473,"481,600",450000,2017,1967,13271,1208,2,2,2500,6074
244,2130922456,1626 Obispo Ave, Long Beach CA 90804,33.7871623,-118.1541248,0,341515,375666,297118,"334,100",150432,2017,1925,6098,900,2,1,2200,7177
245,21195087,3041 Cedar Ave, Long Beach CA 90806,33.81250518,-118.194951,0,509191,534651,483731,"474,200",422636,2017,1917,5401,1129,3,1,2526,6127
246,21196843,930 E Dayman St, Long Beach CA 90806,33.79055636,-118.1810403,0,442894,465039,420749,"397,200",293904,2017,1915,5837,1068,3,2,2300,982
247,21226851,3116 E 15th St, Long Beach CA 90804,33.78590551,-118.1551977,0,778829,817770,739888,"334,100",673776,2017,1921,6534,2464,7,0.5,2800,8637
248,21197028,2014 Lewis Ave, Long Beach CA 90806,33.79387971,-118.1791584,0,696146,751838,640454,"397,200",600363,2017,1912,6516,2783,8,4,2100,-2643
249,21235696,718 N Loma Vista Dr, Long Beach CA 90813,33.7759835,-118.2013886,0,641030,673081,608979,"322,000",331169,2017,1919,7992,1990,5,3,2250,15241
250,21197277,1341 E Wesley Dr, Long Beach CA 90806,33.79498783,-118.1741893,0,424334,445551,403117,"397,200",209954,2017,1919,6590,784,2,1,2350,-292
251,21196925,1084 E 19th St, Long Beach CA 90806,33.79108359,-118.1789133,0,686507,720832,652182,"397,200",79782,2017,1962,2494,2100,4,4,2300,823
252,21195113,3027 Pacific Avenue, Long Beach CA 90806,33.81219035,-118.1939352,0,497602,522482,472722,"474,200",155733,2017,1952,4557,980,3,2,2400,11137
253,21191866,2756 Maine Ave, Long Beach CA 90806,33.80729511,-118.200048,0,692845,727487,658203,"474,200",339651,2017,1938,4915,2448,4,3,2800,10369
254,21225119,372 Temple Ave, Long Beach CA 90814,33.77147469,-118.1589373,0,777760,816648,738872,"481,600",562989,2017,1940,6747,1300,3,2,2845,18066
256,21226074,2828 E 10th St, Long Beach CA 90804,33.77875471,-118.1582457,0,507826,533217,482435,"534,700",183183,2017,1908,2800,1150,2,2,2400,1100
257,21236612,628 Daisy Ave, Long Beach CA 90802,33.7751418,-118.1992004,0,316060,331863,300257,"303,200",132106,2017,1984,915,827,2,1,1975,4213
258,21196040,2143 Pasadena Ave, Long Beach CA 90806,33.79610736,-118.187419,0,460996,484046,437946,"397,200",251971,2017,1907,7405,1162,3,2,2400,-1786
259,21231891,1139 E Ocean Blvd, Long Beach CA 90802,33.76592438,-118.1780459,0,413853,434546,393160,"523,600",310673,2017,1959,435,1104,2,2,2400,-4971
260,21229342,1 Junipero Ave, Long Beach CA 90803,33.75926082,-118.1644195,0,488919,513365,464473,"481,600",450000,2017,1967,13271,1208,2,2,2500,6074
261,21228451,1099 St Louis Ave, Long Beach CA 90804,33.78059295,-118.1669925,0,360189,378198,342180,"352,900",330000,2017,1922,1632,700,1,1,1995,-10974
262,21285437,2370 Fashion Ave, Long Beach CA 90810,33.80025647,-118.2087225,0,440881,462925,418837,"393,800",99089,2017,1942,5119,1098,3,1,2250,2113
263,21192636,1935a Golden Ave, Long Beach CA 90806,33.79262481,-118.2024434,0,554975,582724,527226,"474,200",168300,2017,1931,6591,1156,2,2,2300,9272
264,21191988,2676 San Francisco Ave, Long Beach CA 90806,33.80577447,-118.2033368,0,573616,602297,544935,"474,200",189701,2017,1941,6519,1578,3,2,2650,2838
265,21229342,1 Junipero Ave, Long Beach CA 90803,33.75602098,-118.1716627,0,488919,513365,464473,"481,600",450000,2017,1967,13271,1208,2,2,2500,6074
266,111372468,905 Atlantic Ave, Long Beach CA 90813,33.77804376,-118.1852257,0,315035,333937,299283,"288,800",238263,2017,1958,22564,730,2,1,1800,4491
267,21233828,1077 Gaviota Ave, Long Beach CA 90813,33.78043432,-118.1713439,0,712123,747729,676517,"315,000",421634,2017,1930,6114,2296,5,3,2100,2187
268,21235693,739 Maine Ave, Long Beach CA 90813,33.77610967,-118.2011357,0,823426,872832,741083,"322,000",152995,2017,1931,6707,3163,8,4,2300,42831
269,21228196,1436B Cherry Ave, Long Beach CA 90813,33.78560659,-118.1675233,0,348453,365876,313608,"334,100",97080,2017,1923,1440,520,1,1,1795,28224
270,21154476,E Rd, Long Beach CA 90810,33.79544429,-118.2255092,0,314012,329713,282611,"391,700",202127,2017,1949,2278,441,1,0.75,2250,2149
271,21196908,1865 Lewis Ave, Long Beach CA 90806,33.79074997,-118.1798893,0,485100,509355,460845,"397,200",413000,2017,1990,2601,1424,3,3,2750,-215
272,2109184731,416 Maine Ave, Long Beach CA 90802,33.77200108,-118.2003737,0,447312,563613,375742,"303,200",216376,2017,1991,54306,1025,2,2,2300,6550
273,21248278,2640 Santa Fe Ave, Long Beach CA 90810,33.80543234,-118.2152285,0,670827,704368,637286,"393,800",650000,2017,1942,7954,2562,4,4,2460,6186
274,20627590,152 N Park View St, Los Angeles CA 90026,34.06951988,-118.2727264,0,729218,765679,692757,"494,000",165077,2017,1913,7993,1135,2,1,2800,38850
275,20744068,2518 Berkeley Ave, Los Angeles CA 90026,34.08533436,-118.2651562,0,936917,983763,861964,"910,300",42810,2017,1921,6706,856,3,2,2500,13363
276,20743882,1890 Silver Lake Blvd, Los Angeles CA 90026,34.09160683,-118.2642191,0,860411,903432,817390,"910,300",994165,2017,1991,6906,1400,2,2,3400,-32880
277,20744507,2225 Montana St, Los Angeles CA 90026,34.08211478,-118.2643223,0,1348463,1483309,1254071,"910,300",116738,2017,1905,3988,3316,6,4,2600,-32732
278,20742926,2012 Valentine St, Los Angeles CA 90026,34.0878383,-118.2489001,0,913231,1013686,840173,"737,100",216112,2017,1930,7478,1144,2,2,2500,-1341
279,20631208,145 S Dacotah St, Los Angeles CA 90063,34.03844807,-118.201005,0,442249,464361,420137,"379,500",260517,2017,1911,3028,1279,3,2,2250,4845
280,20630943,2822 Cincinnati St, Los Angeles CA 90033,34.04476405,-118.2011551,0,449982,472481,427483,"379,500",191096,2017,1921,5940,888,3,1,2400,2394
281,20632357,212 S Chicago St, Los Angeles CA 90033,34.04325276,-118.2131251,0,363683,392778,341862,"379,500",193482,2017,1909,1829,792,1,1,2300,1599
282,20629337,415 N Soto St, Los Angeles CA 90033,34.04825051,-118.2073593,0,490169,524481,465661,"379,500",108858,2017,1910,5877,1308,3,1,2250,4794
283,20740124,1421 Carroll Ave, Los Angeles CA 90026,34.07022284,-118.2556048,0,1331564,1464720,1251670,"737,100",371751,2017,1916,7493,3386,8,4,2600,31018
284,20637489,2434 Johnston St, Los Angeles CA 90031,34.07463002,-118.2097867,0,700260,735273,665247,"444,000",243320,2017,1917,10732,2737,4,2,2500,7900
285,65242578,1504 E 20th St, Los Angeles CA 90011,34.01993706,-118.2464658,0,514923,540669,489177,"358,800",275722,2017,1994,5595,2000,4,2,2500,-15260
286,20740340,720 E Edgeware Rd, Los Angeles CA 90026,34.06847333,-118.2527368,0,1025722,1097523,943664,"737,100",585269,2017,1926,8600,1802,2,2,2600,43190
287,79805178,620 W 6th St, Los Angeles CA 90017,34.04872847,-118.2562372,0,456991,479841,434141,"494,600",227271,2017,1962,26607,700,1,1,2300,3839
288,20742249,2007 Lake Shore Ave, Los Angeles CA 90039,34.08972164,-118.2550295,0,1133404,1224076,1076734,"737,100",582507,2017,1998,7492,1444,3,2.5,3700,32804
289,20629575,1944 Sheridan St, Los Angeles CA 90033,34.05248326,-118.2120015,0,526889,553233,500545,"379,500",344670,2017,1924,4393,1696,3,3,2250,12272
290,20626582,435 S Lafayette Park Pl, Los Angeles CA 90057,34.06504731,-118.2827989,0,568098,596503,539693,"494,000",453900,2017,1981,47044,1428,2,2,2600,9772
291,20628710,156 S Pecan St, Los Angeles CA 90033,34.04548191,-118.2218792,0,508217,538710,477724,"622,900",154511,2017,1900,3398,1665,2,1,2400,5683
292,20629823,2450 Marengo St, Los Angeles CA 90033,34.05385265,-118.2017297,0,692157,747530,657549,"379,500",305097,2017,1922,8721,2288,6,4,2400,30506
293,20741715,1719 Echo Park Ave, Los Angeles CA 90026,34.08407429,-118.2543003,0,893225,964683,848564,"737,100",205006,2017,1911,5613,894,2,1,2850,-15892
294,20624118,1326 Venice Blvd, Los Angeles CA 90006,34.04304069,-118.2829492,0,561215,600500,505094,"387,200",121817,2017,1895,5705,1046,2,1,2600,10089
295,20629892,1060 N Fickett St, Los Angeles CA 90033,34.05346399,-118.2006212,0,756611,809574,688516,"379,500",434863,2017,1926,5723,3626,4,4,2550,-9978
296,20739794,1141 Laveta Terrace, Los Angeles CA 90026,34.07508618,-118.2566664,0,1113175,1213361,1046384,"737,100",196836,2017,1919,7041,1838,4,4,3542,17665
297,20633899,3051 Oregon St, Los Angeles CA 90023,34.03094646,-118.2051832,0,568319,596735,534220,"379,500",273657,2017,1905,6524,1854,5,3,2500,10387
298,20628875,656 Judson St, Los Angeles CA 90033,34.05318198,-118.2162948,0,607859,644331,577466,"379,500",235307,2017,1895,6502,2060,4,2,2450,-6450
